source,headline,sentence
BBC_PAL,UK's Starmer urges Iran to refrain from Israel attack,Fears of a wider conflict in the Middle East have been growing following the recent assassination of senior Hezbollah and Hamas leaders.
BBC_PAL,Rushdi Abualouf: Hamas knows it hasn't achieved its aims,Most Hamas officials I have met or spoken to in recent weeks acknowledge that the main goals set by the movement after the 7 October attack on Israel have not been achieved.
BBC_PAL,Starmer says meetings with NI parties a reset,"""Being here on day three of the new Labour government is a clear statement of intent about the importance of Northern Ireland to me and my government, about resetting relationships and moving forward in a respectful and collaborative way,"" he told journalists."
BBC_PAL,"Saudi PhD student freed after being jailed over posts, activists say",The sentence was increased to 34 years before being reduced twice on appeal - first to 27 years and then to four years with an additional four years suspended.
BBC_PAL,"Baalbek's ancient ruins at risk by Israeli bombing, archaeologists warn","Some ordinary Lebanese attempting to escape Israeli bombing reportedly fled to the Baalbek ruins, judging that ancient sites would not be targeted by Israel and would therefore offer protection."
BBC_PAL,Four takeaways from Kamala Harris's DNC speech,"“President Biden and I are working around the clock,” she said, “because now is the time to get a hostage deal and ceasefire done.”
She also pledged to ensure that Israel always has the ability to defend itself and took particular note of the brutality of the 7 October Hamas attack."
BBC_PAL,Rachel Reeves says tough choices will be worth it,Reeves has been accused of talking the economy down by warning of “tough choices” to deal with what she says is a worse-than-expected inheritance from the Conservatives.
BBC_PAL,Israel to close embassy in Ireland as it criticises 'anti-Israel policies',"On 7 October last year, Hamas launched an attack in southern Israel killing 1,200 people and taking 251 hostages."
BBC_PAL,Three Israelis killed in Palestinian shooting attack in West Bank,"Israel has built about 160 settlements housing some 700,000 Jews since it occupied the West Bank and East Jerusalem - land the Palestinians want as part of a future state - in the 1967 Middle East war."
BBC_PAL,How Facebook restricted news in Palestinian territories,"BBC News Arabic compiled engagement data on the Facebook pages of 20 prominent Palestinian-based news organisations in the year leading up to the 7 October Hamas attacks on Israel, and in the year since."
BBC_PAL,Two Gazan girls first to arrive in UK for medical treatment,The Gazan children are the first to be granted temporary UK visas since the war between Hamas and Israel broke out in October 2023.
BBC_PAL,Judge 'deeply troubled' by PMQs exchange on Gazans settling in UK,"Making a wider point about concerns over the safety of judges, Baroness Carr said it was ""not acceptable for judges to be the subject of personal attacks for doing no more than their jobs""."
BBC_PAL,Doctor in Gaza working in 'active war zone',"At least 42,603 ​people have been killed and 99,795 injured in Gaza since the war began last October, the Hamas-run authorities say."
BBC_PAL,UN calls for calm after Israel and Hezbollah trade strikes,UN Secretary General António Guterres has said he is “deeply concerned” after Israel and Lebanon’s Hezbollah movement mounted their biggest round of cross-border strikes since the war in Gaza began.
BBC_PAL,Killings near Gaza aid centre will deepen criticism of Israel's new distribution system,The GHF system means that the people must travel through a war zone in the ruins of southern Gaza to collect a box of rations.
BBC_PAL,University of Cambridge,A previous effort to impose a five-year injunction prohibiting direct action relating to the conflict without its consent on several sites was rejected by a judge in February.
BBC_PAL,Man wanted over alleged antisemitic attack,Greater Manchester Police (GMP) said a man was attacked in Manchester's Exchange Square at 13:30 GMT on 3 February.
BBC_PAL,Israel probe says army actions had 'influence' on killing of six hostages by Hamas,An investigation by the Israeli military has found that the actions of their forces on the ground likely influenced the killing of six hostages in Gaza in August by Hamas.
BBC_PAL,Dad from Rainworth raises more than £14k in Ramadan charity ride,"""It was hard."
BBC_UKR,"Merz's conservatives celebrate, far right enjoys record result","Most Germans have been shocked by President Donald Trump's conduct towards Ukraine and Europe and Friedrich Merz said the US leader had shown ""the Americans are largely indifferent to the fate of Europe""."
BBC_UKR,Musicians fundraise in Reading for Ukraine supplies,"The fourth Play for Ukraine event since the war with Russia began in 2022 was being held at the Face Bar in Reading, Berkshire, on Saturday."
BBC_UKR,Europe's US-backed conservatives hope this is their moment to go mainstream,"The timing is crucial, ahead of Poland's presidential election run-off on Sunday, between a CPAC-backed nationalist, Karol Nawrocki, and the liberal Mayor of Warsaw Rafal Trzaskowski, which CPAC speakers describe as a ""battle for Western civilisation""."
BBC_UKR,JD Vance's cousin criticises him for 'belittling' Zelensky,"Since the start of the war, Zelensky has eschewed suits for military-style dress in what he says is solidarity with soldiers."
BBC_UKR,Severn Valley Railway launches £1.5M 'survival' appeal,"At the time it was awarded money by the government's Culture Recovery Fund, it reported losses of about £500,000 a month during lockdown."
BBC_UKR,England's T20 win and summer at the zoo,"Mount Up: Highly-acclaimed play War Horse has arrived at the Hippodrome, and will be galloping across the stage until 21 June."
BBC_UKR,Peterborough City Council,The development is initially limited to the occupation of 200 homes until further highway plans are put forward.
BBC_UKR,Lithuanian capital Vilnius unveils invasion evacuation plan,"Lithuania, along with fellow Baltic states Estonia and Latvia, has long warned about the threat of Russian aggression and has heavily invested in defence in recent years."
BBC_UKR,RAF Marham chief welcomes more defence investment,"Gp Capt Boyd said these exercises were routine but had taken on additional importance given the ""global context"", with the ongoing conflict between Russia and Ukraine."
BBC_UKR,'Europe in turmoil' and 'Happy ever Bafta',"In other news, ""Please Get Screened"" is the Daily Mirror's headline as it urges women to come forward for breast cancer tests."
BBC_UKR,"Nato needs quantum leap in defence, chief says","The increase will fund plans to move the UK to ""war-fighting readiness"", as outlined in the government's recent strategic review of defence."
BBC_UKR,Zelensky says Russian attacks ongoing despite 'Easter truce',It is not the first time a pause in fighting has been suddenly announced - a previous attempt at a ceasefire during Orthodox Christmas in January 2023 fell apart after both sides failed to agree on a proposal.
BBC_UKR,Rachel Reeves defends accepting free Sabrina Carpenter tickets,The chancellor responded that they were not tickets you could pay for.
BBC_UKR,Donald Trump and Volodymyr Zelensky's relationship over time,"US election campaign ramps up - as does the rhetoric
22 September 2024: Zelensky tells the New Yorker magazine: ""My feeling is that Trump doesn't really know how to stop the war, even if he might think he knows how."""
BBC_UKR,New Zealand fires UK envoy Phil Goff over Trump comments,"You chose dishonour, yet you will have war."""
